t	y_obs
28140	-41.15159719
28150	-41.3209798
28160	-41.45106639
28170	-41.47979454
28180	-41.47708474
28190	-41.47114381
28200	-41.46186326
28210	-40.92319988
28220	-39.57523501
28230	-38.60976161
28240	-38.54268797
28250	-38.52009629
28260	-38.51036632
28270	-38.80970687
28280	-39.5577055
28290	-39.71751208
28300	-38.6161004
28310	-37.63798087
28320	-37.64958177
28330	-37.76218322
28340	-38.04366866
28350	-38.35008008
28360	-38.21886652
28370	-37.87588558
28380	-38.1107055
28390	-38.84908874
28400	-38.4512466
28410	-37.53958111
28420	-37.40924989
28430	-37.40051077
28440	-37.60305815
28450	-38.10381774
28460	-38.26642493
28470	-38.35131921
28480	-38.25206623
28490	-37.89144853
28500	-37.65304631
28510	-37.48341608
28520	-37.65480353
28530	-38.31281939
28540	-39.14265811
28550	-40.21255218
28560	-40.93134118
28570	-41.46433133
28580	-41.79539282
28590	-41.79310828
28600	-41.63838774
28610	-41.50924987
28620	-41.5388315
28630	-41.68214025
28640	-41.84981604
28650	-41.95409716
28660	-41.87497399
28670	-41.5710921
28680	-41.20617332
28690	-40.95123298
28700	-40.81312458
28710	-40.69449682
28720	-40.6174175
28730	-40.62521953
28740	-40.96475479
28750	-41.48483018
28760	-41.90799045
28770	-41.97916953
28780	-41.77773525
28790	-41.47878687
28800	-41.22727533
28810	-41.13048082
28820	-41.08764559
28830	-41.04764256
28840	-40.97010318
28850	-40.64773705
28860	-40.18861604
28870	-39.87413309
28880	-40.06918042
28890	-40.9199168
28900	-41.91388052
28910	-42.50720469
28920	-42.45231343
28930	-42.19799548
28940	-41.88724194
28950	-41.64676753
28960	-41.48723485
28970	-41.33925017
28980	-41.23666406
28990	-41.22989389
29000	-41.60799264
29010	-42.23309051
29020	-42.79757293
29030	-42.99571298
29040	-42.75346057
29050	-42.28734956
29060	-41.80406318
29070	-41.51028463
29080	-41.49050435
29090	-41.49298869
29100	-41.49753394
29110	-41.50412426
29120	-41.52432391
29130	-41.70715064
29140	-41.98611561
29150	-42.21588069
29160	-42.2353378
29170	-41.83871065
29180	-41.20999962
29190	-40.61575332
29200	-40.32252038
29210	-40.66199714
29220	-41.53251292
29230	-42.44231374
29240	-42.89786899
29250	-42.80618144
29260	-42.57213252
29270	-42.31688063
29280	-42.16001384
29290	-42.16762523
29300	-42.24056242
29310	-42.34870264
29320	-42.46872163
29330	-42.57729514
29340	-42.68771453
29350	-42.81638461
29360	-42.93811348
29370	-43.02767729
29380	-43.05910687
29390	-42.82318326
29400	-42.31753325
29410	-41.7567107
29420	-41.3552695
29430	-41.29518995
29440	-41.43277665
29450	-41.671034
29460	-41.95766839
29470	-42.24038622
29480	-42.50159272
29490	-42.82550028
29500	-43.16416025
29510	-43.45426882
29520	-43.63252221
29530	-43.59965347
29540	-43.15884426
29550	-42.48688235
29560	-41.81927738
29570	-41.39153895
29580	-41.39802228
29590	-41.70952826
29600	-42.12852434
29610	-42.46862228
29620	-42.54359922
29630	-42.26865552
29640	-41.78772699
29650	-41.27462582
29660	-40.90316421
29670	-40.84087629
29680	-41.07961681
29690	-41.44425922
29700	-41.75681258
29710	-41.84635044
29720	-41.76809272
29730	-41.63838576
29740	-41.52452745
29750	-41.49304097
29760	-41.5663727
29770	-41.71256304
29780	-41.89813254
29790	-42.08960179
29800	-42.32359249
29810	-42.64176284
29820	-42.95872948
29830	-43.18787546
29840	-43.24544014
29850	-43.14575267
29860	-42.95470419
29870	-42.72425189
29880	-42.50635292
29890	-42.32664356
29900	-42.13182443
29910	-41.94439712
29920	-41.79515512
29930	-41.71419565
29940	-41.67016238
29950	-41.63302424
29960	-41.60448357
29970	-41.5862427
29980	-41.58004945
29990	-41.65487807
30000	-41.81622024
30010	-41.98164677
30020	-42.06872849
30030	-41.99624557
30040	-41.79080863
30050	-41.55202999
30060	-41.37995975
30070	-41.38319999
30080	-41.63377115
30090	-42.00353493
30100	-42.33981729
30110	-42.4899442
30120	-42.4558089
30130	-42.3648816
30140	-42.23886356
30150	-42.09941306
30160	-41.9479263
30170	-41.75060384
30180	-41.52714871
30190	-41.30055561
30200	-41.06514465
30210	-40.78924317
30220	-40.53664468
30230	-40.37600541
30240	-40.31943064
30250	-40.27751776
30260	-40.24989184
30270	-40.24000269
30280	-40.30215764
30290	-40.42285881
30300	-40.50619953
30310	-40.37759619
30320	-39.99776665
30330	-39.70746246
30340	-39.85646983
30350	-40.44827463
30360	-41.15769082
30370	-41.65689812
30380	-42.01190429
30390	-42.310008
30400	-42.45684695
30410	-42.2624794
30420	-41.71022616
30430	-41.13844607
30440	-40.89022983
30450	-41.00447643
30460	-41.25861669
30470	-41.55143032
30480	-41.78169704
30490	-41.9267478
30500	-42.06015704
30510	-42.17146943
30520	-42.24903622
30530	-42.28848951
30540	-42.31860618
30550	-42.34195612
30560	-42.35636537
30570	-42.35958975
30580	-42.34895169
30590	-42.32615856
30600	-42.29422695
30610	-42.25617347
30620	-42.20954738
30630	-42.13581218
30640	-42.03731374
30650	-41.9188322
30660	-41.78514771
30670	-41.56953178
30680	-41.26037478
30690	-40.96531122
30700	-40.79210325
30710	-40.87733873
30720	-41.26214587
30730	-41.74366875
30740	-42.10808231
30750	-42.19746343
30760	-42.22770345
30770	-42.25017933
30780	-42.26441746
30790	-42.26994422
30800	-42.16331209
30810	-41.86979688
30820	-41.52347531
30830	-41.25514802
30840	-41.01297439
30850	-40.77594152
30860	-40.59474106
30870	-40.52006469
30880	-40.7643117
30890	-41.34750731
30900	-41.99391619
30910	-42.42761832
30920	-42.43839561
30930	-42.22157387
30940	-41.94018063
30950	-41.7327219
30960	-41.73188116
30970	-41.9373384
30980	-42.21629336
30990	-42.4302279
31000	-42.4363509
31010	-42.16840715
31020	-41.76838573
31030	-41.40085916
31040	-41.23039994
31050	-41.26192179
31060	-41.3473729
31070	-41.46026229
31080	-41.5744128
31090	-41.66831487
31100	-41.76038108
31110	-41.85202028
31120	-41.93755597
31130	-42.01134178
31140	-42.07185473
31150	-42.12499615
31160	-42.17734026
31170	-42.23546129
31180	-42.31287426
31190	-42.41492068
31200	-42.51701332
31210	-42.59371071
31220	-42.61968289
31230	-42.59072761
31240	-42.53027289
31250	-42.46033015
31260	-42.4029108
31270	-42.38005833
31280	-42.43662946
31290	-42.56281141
31300	-42.70471958
31310	-42.80846937
31320	-42.8126619
31330	-42.63589113
31340	-42.3426194
31350	-42.02559241
31360	-41.77755585
31370	-41.68950284
31380	-41.68580809
31390	-41.68298539
31400	-41.68107383
31410	-41.68011248
31420	-41.69264991
31430	-41.76890313
31440	-41.87552854
31450	-41.96733951
31460	-41.99582325
31470	-41.73231334
31480	-41.22493663
31490	-40.70701383
31500	-40.41186564
31510	-40.56234124
31520	-41.09171167
31530	-41.71227038
31540	-42.13291351
31550	-42.12006465
31560	-41.82866204
31570	-41.46316537
31580	-41.2143175
31590	-41.22196126
31600	-41.36210406
31610	-41.52873207
31620	-41.62691623
31630	-41.528165
31640	-41.21730958
31650	-40.86295646
31660	-40.6370673
31670	-40.62300145
31680	-40.63424203
31690	-40.64598331
31700	-40.64996916
31710	-40.64890719
31720	-40.64635708
31730	-40.64235272
31740	-40.60788454
31750	-40.44132765
31760	-40.24550072
31770	-40.15000976
31780	-40.28783146
31790	-40.56312338
31800	-40.75889851
31810	-40.75680476
31820	-40.70249476
31830	-40.61566668
31840	-40.4507322
31850	-40.0406877
31860	-39.56915399
31870	-39.22352954
31880	-38.90084578
31890	-38.67076383
31900	-38.66642579
31910	-38.90418971
31920	-39.10942818
31930	-39.11096161
31940	-39.07859977
31950	-39.02899974
31960	-38.91887361
31970	-38.79431195
31980	-38.7100004
31990	-38.64288433
32000	-38.59139052
32010	-38.54465313
32020	-38.52026446
32030	-38.639952
32040	-38.8732472
32050	-38.95251838
32060	-38.97331366
32070	-38.97708986
32080	-38.71789925
32090	-38.42459026
32100	-38.51088176
32110	-38.7628
32120	-38.85443904
32130	-38.74741736
32140	-38.61683348
32150	-38.55190132
32160	-38.50698646
32170	-38.50368317
32180	-38.52177437
32190	-38.51376712
32200	-38.15164238
32210	-37.78729142
32220	-38.05581674
32230	-38.84986493
32240	-39.52995754
32250	-40.18630005
32260	-40.75471018
32270	-41.19050364
32280	-41.58739532
32290	-41.81569262
32300	-41.69324084
32310	-41.22986921
32320	-40.80956677
32330	-40.74805519
32340	-40.80376164
32350	-40.89591718
32360	-41.00490199
32370	-41.17317724
32380	-41.43789637
32390	-41.70156363
32400	-41.86488454
32410	-41.84336883
32420	-41.67986684
32430	-41.47361785
32440	-41.32332193
32450	-41.31651157
32460	-41.42108971
32470	-41.56108098
32480	-41.66449284
32490	-41.67599648
32500	-41.64892239
32510	-41.60418951
32520	-41.55112599
32530	-41.49355795
32540	-41.40161563
32550	-41.29648558
32560	-41.21156594
32570	-41.18091647
32580	-41.33149127
32590	-41.64468522
32600	-41.9834289
32610	-42.21065291
32620	-42.23586321
32630	-42.21079252
32640	-42.17083792
32650	-42.12512914
32660	-42.08079949
32670	-42.0291299
32680	-41.97086159
32690	-41.90996444
32700	-41.85040833
32710	-41.7905978
32720	-41.71962539
32730	-41.65071386
32740	-41.59910882
32750	-41.58050827
32760	-41.78454539
32770	-42.23829891
32780	-42.76677487
32790	-43.19497927
32800	-43.34952899
32810	-43.29574533
32820	-43.17204301
32830	-43.00601073
32840	-42.82523722
32850	-42.65731117
32860	-42.51518974
32870	-42.37777617
32880	-42.23552904
32890	-42.07944446
32900	-41.90051849
32910	-41.64741371
32920	-41.28412896
32930	-40.91379734
32940	-40.64322057
32950	-40.57507037
32960	-40.68259049
32970	-40.88768156
32980	-41.13432893
32990	-41.3665179
33000	-41.57214835
33010	-41.81137783
33020	-42.03466056
33030	-42.18626807
33040	-42.19649519
33050	-41.9074584
33060	-41.45383478
33070	-41.04544945
33080	-40.89053173
33090	-40.9456244
33100	-41.04845844
33110	-41.13793663
33120	-41.1514728
33130	-41.04250564
33140	-40.84716144
33150	-40.61521926
33160	-40.39338802
33170	-40.10942288
33180	-39.80853171
33190	-39.6214472
33200	-39.58572331
33210	-39.56979499
33220	-39.54955257
33230	-39.47958451
33240	-39.33477718
33250	-39.22146437
33260	-39.24709062
33270	-39.39105704
33280	-39.51076146
33290	-39.44166761
33300	-39.16325885
33310	-38.88999285
33320	-38.63661944
33330	-38.43743017
33340	-38.48611899
33350	-38.85298851
33360	-39.17308195
33370	-39.15407721
33380	-39.01759439
33390	-38.98485982
33400	-39.17146332
33410	-39.3726967
33420	-39.35700981
33430	-39.14450352
33440	-38.88479272
33450	-38.63461257
33460	-38.35072048
33470	-38.00037619
33480	-37.55068768
33490	-37.38188228
33500	-37.44350958
33510	-37.56890565
33520	-37.86622902
33530	-38.41844342
33540	-39.03662858
33550	-39.80875518
33560	-40.50769552
33570	-41.11222579
33580	-41.62830636
33590	-41.79612842
33600	-41.65207335
33610	-41.40951388
33620	-41.21888434
33630	-41.2004376
33640	-41.26584659
33650	-41.36171069
33660	-41.45326992
33670	-41.53830976
33680	-41.63547317
33690	-41.72328058
33700	-41.77996261
33710	-41.77975461
33720	-41.68865433
33730	-41.53439747
33740	-41.35517414
33750	-41.18877884
33760	-40.99468084
33770	-40.77294546
33780	-40.59195334
33790	-40.52016171
33800	-40.66716332
33810	-40.97234904
33820	-41.26310418
33830	-41.36534702
33840	-41.10193793
33850	-40.62090454
33860	-40.18332812
33870	-40.04670127
33880	-40.25080132
33890	-40.62549723
33900	-41.01568601
33910	-41.27731497
33920	-41.48965787
33930	-41.67832878
33940	-41.80276294
33950	-41.82669282
33960	-41.78265765
33970	-41.70164995
33980	-41.60192429
33990	-41.48496913
34000	-41.28593866
34010	-41.05822727
34020	-40.875391
34030	-40.81080836
34040	-40.88727398
34050	-41.03309733
34060	-41.16973058
34070	-41.21975192
34080	-41.20450678
34090	-41.17538731
34100	-41.14609926
34110	-41.13034838
34120	-41.19663458
34130	-41.39059158
34140	-41.61319724
34150	-41.76309419
34160	-41.76596183
34170	-41.68999255
34180	-41.57258457
34190	-41.44175864
34200	-41.31014956
34210	-41.12645557
34220	-40.93703299
34230	-40.80517116
34240	-40.79937007
34250	-40.96945936
34260	-41.22200411
34270	-41.44273678
34280	-41.51621016
34290	-41.3211635
34300	-40.95659259
34310	-40.59804288
34320	-40.42105984
34330	-40.62056498
34340	-41.11439016
34350	-41.61892898
34360	-41.84999989
34370	-41.66487687
34380	-41.2608928
34390	-40.86419053
34400	-40.70064651
34410	-40.85336674
34420	-41.17599603
34430	-41.52584358
34440	-41.76021861
34450	-41.77127613
34460	-41.65682931
34470	-41.46791874
34480	-41.23899862
34490	-40.83681393
34500	-40.17962646
34510	-39.54975559
34520	-39.23338319
34530	-39.35396018
34540	-39.66100028
34550	-39.94546058
34560	-39.97742859
34570	-39.46821673
34580	-38.8301716
34590	-38.62152172
34600	-38.87108053
34610	-39.21664431
34620	-39.37116932
34630	-39.41453026
34640	-39.44786666
34650	-39.50767132
34660	-39.62907866
34670	-39.75029028
34680	-39.79956021
34690	-39.81389584
34700	-39.8272602
34710	-39.87757542
34720	-40.05265421
34730	-40.22880088
34740	-40.26117099
34750	-40.1731454
34760	-40.0323873
34770	-39.88970833
34780	-39.73141879
34790	-39.55711952
34800	-39.39946121
34810	-39.24982743
34820	-39.11250608
34830	-39.06094224
34840	-39.14874516
34850	-39.29282278
34860	-39.36998179
34870	-38.95866803
34880	-38.25530477
34890	-38.03515017
34900	-38.02455304
34910	-38.02011734
34920	-38.21930051
34930	-38.69432276
34940	-38.88664597
34950	-38.78877216
34960	-38.62280294
34970	-38.45775367
34980	-38.26472605
34990	-38.04255323
35000	-37.72964095
35010	-37.54109012
35020	-37.87059385
35030	-38.48152096
35040	-38.57479217
35050	-37.82635471
35060	-37.47228452
35070	-38.0066263
35080	-38.58944352
35090	-38.58219559
35100	-38.40851571
35110	-38.34814161
35120	-38.48915452
35130	-38.61725066
35140	-38.60322094
35150	-38.54768873
35160	-38.41111075
35170	-37.91954847
35180	-37.53494442
35190	-37.45338962
35200	-37.40676798
35210	-37.57286291
35220	-38.50405513
35230	-38.99381329
35240	-38.01704742
35250	-37.16019962
35260	-37.28364725
35270	-37.55444385
35280	-37.85308601
35290	-38.23194371
35300	-38.51113318
35310	-38.67514777
35320	-38.83518882
35330	-39.05417823
35340	-39.32152083
35350	-39.66324861
35360	-40.28683679
35370	-41.06267946
35380	-41.56088841
35390	-41.73005257
35400	-41.85699287
35410	-41.92886182
35420	-41.91345557
35430	-41.70815812
35440	-41.40325363
35450	-41.12388445
35460	-40.97650743
35470	-40.87196298
35480	-40.78395208
35490	-40.72309313
35500	-40.70000455
35510	-40.79780924
35520	-41.02333029
35530	-41.26502241
35540	-41.41132251
35550	-41.38586201
35560	-41.26225594
35570	-41.11575177
35580	-41.01881184
35590	-41.01403046
35600	-41.034213
35610	-41.06733918
35620	-41.10887546
35630	-41.15464988
35640	-41.23998603
35650	-41.35746119
35660	-41.45981209
35670	-41.49999403
35680	-41.49861823
35690	-41.49570349
35700	-41.49251706
35710	-41.49032617
35720	-41.49787858
35730	-41.55484598
35740	-41.6561137
35750	-41.78890138
35760	-41.94042863
35770	-42.12616372
35780	-42.47045657
35790	-42.89807985
35800	-43.30035368
35810	-43.56859817
35820	-43.58850305
35830	-43.28563133
35840	-42.78649392
35850	-42.24599006
35860	-41.81901899
35870	-41.64520089
35880	-41.58084624
35890	-41.53767436
35900	-41.50235039
35910	-41.46153947
35920	-41.40190675
35930	-41.28587198
35940	-41.11180399
35950	-40.92566666
35960	-40.77344743
35970	-40.70113378
35980	-40.72389258
35990	-40.79814486
36000	-40.90183346
36010	-41.01341885
36020	-41.1169048
36030	-41.25027262
36040	-41.39157591
36050	-41.49823336
36060	-41.52729806
36070	-41.44871657
36080	-41.30450999
36090	-41.15308442
36100	-41.05284595
36110	-41.09941127
36120	-41.42928775
36130	-41.87119023
36140	-42.22013061
36150	-42.28747713
36160	-42.14432115
36170	-41.90733957
36180	-41.65985515
36190	-41.48519067
36200	-41.45983725
36210	-41.55661457
36220	-41.71251649
36230	-41.87252546
36240	-41.98162396
36250	-41.99182606
36260	-41.92535745
36270	-41.81030414
36280	-41.66877161
36290	-41.52286538
36300	-41.34711237
36310	-41.10386641
36320	-40.86139722
36330	-40.69003046
36340	-40.66079033
36350	-40.80607613
36360	-41.04782071
36370	-41.29216974
36380	-41.44526891
36390	-41.44623855
36400	-41.37634785
36410	-41.26648735
36420	-41.13831433
36430	-41.0128759
36440	-40.87223335
36450	-40.71043019
36460	-40.54371492
36470	-40.38807384
36480	-40.24578776
36490	-40.10631042
36500	-39.95991695
36510	-39.7847851
36520	-39.54924038
36530	-39.32389831
36540	-39.19015914
36550	-39.28995325
36560	-39.68711357
36570	-40.0361655
36580	-39.94884359
36590	-39.34927494
36600	-38.738673
36610	-38.59031561
36620	-38.59425941
36630	-38.60257905
36640	-38.64351887
36650	-38.91952579
36660	-39.20571552
36670	-39.21798667
36680	-39.06235674
36690	-38.93583721
36700	-38.95819058
36710	-39.05974072
36720	-39.2042617
36730	-39.48778293
36740	-39.95663876
36750	-40.304532
36760	-40.33082504
36770	-40.29322544
36780	-40.25703748
36790	-40.26626657
36800	-40.37806167
36810	-40.50675917
36820	-40.53227031
36830	-40.13408316
36840	-39.50026919
36850	-39.0162489
36860	-38.96450967
36870	-39.0519136
36880	-39.18909772
36890	-39.37883478
36900	-39.76235496
36910	-40.16078192
36920	-40.33994886
36930	-40.21831077
36940	-39.96206432
36950	-39.71808698
36960	-39.55736277
36970	-39.40780744
36980	-39.31760338
36990	-39.33680253
37000	-39.43960952
37010	-39.53459406
37020	-39.50549562
37030	-39.25607337
37040	-38.98989293
37050	-38.93053833
37060	-39.04414981
37070	-39.18360814
37080	-39.20645675
37090	-38.77450128
37100	-38.26321356
37110	-38.22039514
37120	-38.50233698
37130	-38.75184387
37140	-38.79259643
37150	-38.81245202
37160	-38.81998044
37170	-38.64915764
37180	-38.32075485
37190	-38.19149597
37200	-38.65208165
37210	-39.19321413
37220	-38.99110449
37230	-38.04525507
37240	-37.33449809
37250	-37.64436988
37260	-38.43578698
37270	-38.76637947
37280	-38.81418632
37290	-38.83790928
37300	-38.82694488
37310	-38.77573242
37320	-38.74033449
37330	-38.75009351
37340	-38.77081073
37350	-38.77881429
37360	-38.7205473
37370	-38.64040662
37380	-38.6217127
37390	-38.63603209
37400	-38.64917214
37410	-38.57132522
37420	-38.33385106
37430	-38.1647051
37440	-38.23819131
37450	-38.40494789
37460	-38.42390975
37470	-38.21044954
37480	-38.00740616
37490	-37.99342535
37500	-38.00431737
37510	-38.00896725
37520	-37.89228046
37530	-37.74012066
37540	-37.92670234
37550	-38.72058966
37560	-39.12601551
37570	-38.8397151
37580	-38.39697774
37590	-38.14468404
37600	-37.95958407
37610	-37.86253962
37620	-37.92102755
37630	-38.06260715
37640	-38.12538271
37650	-38.13506206
37660	-38.14619053
37670	-38.27357325
37680	-38.53854129
37690	-38.63600719
37700	-38.55306204
37710	-38.45125163
37720	-38.50118837
37730	-38.93949597
37740	-39.24919433
37750	-38.8380219
37760	-38.0223203
37770	-37.58189887
37780	-37.50986059
37790	-37.47286998
37800	-37.58079404
37810	-37.94571638
37820	-38.08858364
37830	-37.83016108
37840	-37.52342413
37850	-37.43181905
37860	-37.38301927
37870	-37.39459102
37880	-37.8489749
37890	-38.24573003
37900	-38.0573872
37910	-37.71893597
37920	-37.69766958
37930	-37.87844667
37940	-38.00862135
37950	-37.92287235
37960	-37.75658812
37970	-37.67575688
37980	-37.62021578
37990	-37.60190272
38000	-37.78917232
38010	-38.03468034
38020	-38.03295444
38030	-37.88597634
38040	-37.82757014
38050	-38.01314838
38060	-38.19424833
38070	-37.95593032
38080	-37.40837227
38090	-37.23896489
38100	-37.48916064
38110	-37.71375963
38120	-37.53079494
38130	-37.14897729
38140	-37.15220223
38150	-37.57134382
38160	-37.74288562
38170	-37.37621253
38180	-36.96233772
38190	-36.85012717
38200	-36.79498964
38210	-36.89830419
38220	-37.26395497
38230	-37.35418644
38240	-36.76447358
38250	-36.36248218
38260	-37.10520551
38270	-37.93085365
38280	-37.82417679
38290	-37.59280323
38300	-37.81070336
38310	-38.87919236
38320	-39.78938447
38330	-40.16542607
38340	-40.45168037
38350	-40.57877334
38360	-40.49562642
38370	-40.3010897
38380	-40.15843002
38390	-40.17339212
38400	-40.2572041
38410	-40.35976958
38420	-40.4390092
38430	-40.51359862
38440	-40.58587841
38450	-40.63995734
38460	-40.65998064
38470	-40.6522834
38480	-40.63701503
38490	-40.62347495
38500	-40.63538021
38510	-40.8354119
38520	-41.15674355
38530	-41.45846796
38540	-41.59967794
38550	-41.55180795
38560	-41.42861792
38570	-41.27865234
38580	-41.15026215
38590	-41.0783267
38600	-41.0184626
38610	-40.96730389
38620	-40.93209111
38630	-40.92094182
38640	-41.13193016
38650	-41.57887502
38660	-42.06847241
38670	-42.40741833
38680	-42.40481441
38690	-42.02692294
38700	-41.45581448
38710	-40.88769822
38720	-40.51878331
38730	-40.53646604
38740	-40.93985108
38750	-41.54795578
38760	-42.17261869
38770	-42.62567836
38780	-42.73552841
38790	-42.66024811
38800	-42.5208291
38810	-42.35483366
38820	-42.19982408
38830	-42.09299876
38840	-42.01411319
38850	-41.93834338
38860	-41.87372182
38870	-41.82828099
38880	-41.81005336
38890	-41.81031868
38900	-41.81129909
38910	-41.81286211
38920	-41.8149275
38930	-41.81741502
38940	-41.8202634
38950	-41.82624794
38960	-41.83607799
38970	-41.84786249
38980	-41.8597104
38990	-41.86973068
39000	-41.87877359
39010	-41.88848264
39020	-41.89763229
39030	-41.90499413
39040	-41.90933976
39050	-41.88790854
39060	-41.7222925
39070	-41.46204633
39080	-41.18824105
39090	-40.98194763
39100	-40.92244078
39110	-40.99873831
39120	-41.14621284
39130	-41.31624854
39140	-41.46022957
39150	-41.53404432
39160	-41.57815046
39170	-41.61488207
39180	-41.64349614
39190	-41.66324962
39200	-41.67395664
39210	-41.67984861
39220	-41.68361054
39230	-41.68727739
39240	-41.69288413
39250	-41.70615432
39260	-41.82186146
39270	-42.03194345
39280	-42.27039812
39290	-42.47122333
39300	-42.56841691
39310	-42.47816284
39320	-42.20594953
39330	-41.85855332
39340	-41.54370154
39350	-41.36912149
39360	-41.36462295
39370	-41.38187622
39380	-41.40499344
39390	-41.42654389
39400	-41.43909686
39410	-41.43203961
39420	-41.39783683
39430	-41.34849677
39440	-41.2970542
39450	-41.25654389
39460	-41.24000062
39470	-41.40433305
39480	-41.79925772
39490	-42.27101765
39500	-42.66585006
39510	-42.82999903
39520	-42.80795058
39530	-42.75016647
39540	-42.6682784
39550	-42.57391805
39560	-42.47871714
39570	-42.39117746
39580	-42.28275139
39590	-42.15809687
39600	-42.0356557
39610	-41.93386964
39620	-41.87118047
39630	-41.87228092
39640	-41.98666741
39650	-42.17882215
39660	-42.39646748
39670	-42.58732574
39680	-42.69911925
39690	-42.66918836
39700	-42.46021211
39710	-42.14126524
39720	-41.78880476
39730	-41.47928768
39740	-41.28831596
39750	-41.16743478
39760	-41.05629118
39770	-40.96297484
39780	-40.89557544
39790	-40.86218264
39800	-40.8883291
39810	-41.00778552
39820	-41.17481736
39830	-41.33900556
39840	-41.44993109
39850	-41.46240476
39860	-41.39821529
39870	-41.29902567
39880	-41.2019615
39890	-41.14414834
39900	-41.16270486
39910	-41.25581947
39920	-41.37982394
39930	-41.48970164
39940	-41.54055726
39950	-41.54931406
39960	-41.55476903
39970	-41.55881097
39980	-41.56332866
39990	-41.57021295
40000	-41.58380954
40010	-41.60355058
40020	-41.62445442
40030	-41.64153942
40040	-41.64982394
40050	-41.58399067
40060	-41.38099293
40070	-41.12043263
40080	-40.88435833
40090	-40.74413941
40100	-40.65526267
40110	-40.58415201
40120	-40.51327721
40130	-40.42510803
40140	-40.2873411
40150	-40.04165304
40160	-39.77103517
40170	-39.57718539
40180	-39.56086024
40190	-39.73611845
40200	-39.97826653
40210	-40.15093368
40220	-40.13564627
40230	-39.95470815
40240	-39.67478489
40250	-39.36005237
40260	-38.86975092
40270	-38.21876378
40280	-37.75510059
40290	-37.88005995
40300	-38.75561272
40310	-39.783938
40320	-40.33429831
40330	-40.55706953
40340	-40.71740038
40350	-40.87184476
40360	-41.0776183
40370	-41.33169646
40380	-41.56139679
40390	-41.69158231
40400	-41.55821685
40410	-41.03392989
40420	-40.44310434
40430	-40.13238558
40440	-40.1507552
40450	-40.21166352
40460	-40.29762779
40470	-40.39334871
40480	-40.48687295
40490	-40.61704976
40500	-40.76788245
40510	-40.89828617
40520	-40.96717604
40530	-40.93929367
40540	-40.83727475
40550	-40.7162048
40560	-40.63149692
40570	-40.63708607
40580	-40.73453572
40590	-40.86528661
40600	-40.96772683
40610	-40.97899294
40620	-40.86725481
40630	-40.6933628
40640	-40.53018195
40650	-40.4505773
40660	-40.47881064
40670	-40.56357324
40680	-40.68395764
40690	-40.81936169
40700	-40.95300437
40710	-41.11825603
40720	-41.30983133
40730	-41.50434086
40740	-41.67839522
40750	-41.82565963
40760	-41.98051097
40770	-42.12285866
40780	-42.22768182
40790	-42.26995957
40800	-42.01975621
40810	-41.39906692
40820	-40.65750841
40830	-40.04493953
40840	-39.81091972
40850	-40.04031183
40860	-40.55291707
40870	-41.17290311
40880	-41.72443762
40890	-42.03168829
40900	-42.04021031
40910	-41.99818578
40920	-41.93130094
40930	-41.84859522
40940	-41.75910806
40950	-41.65505359
40960	-41.51857624
40970	-41.35475801
40980	-41.16888916
40990	-40.96625997
41000	-40.69930898
41010	-40.31627501
41020	-39.93009604
41030	-39.65881266
41040	-39.61841321
41050	-39.82480014
41060	-40.15078854
41070	-40.45819867
41080	-40.60885081
41090	-40.58704366
41100	-40.52431591
41110	-40.44635462
41120	-40.37793796
41130	-40.33785835
41140	-40.31245324
41150	-40.28841462
41160	-40.25365933
41170	-40.16895258
41180	-39.92875677
41190	-39.63094281
41200	-39.40042151
41210	-39.30165258
41220	-39.24015768
41230	-39.18142549
41240	-39.09243301
41250	-38.91469884
41260	-38.70556113
41270	-38.55973724
41280	-38.58500279
41290	-38.81683177
41300	-39.0517614
41310	-39.11168941
41320	-39.12423401
41330	-39.13402259
41340	-39.15515063
41350	-39.25843655
41360	-39.40620035
41370	-39.49739048
41380	-39.45676839
41390	-39.32569266
41400	-39.17185518
41410	-39.03535208
41420	-38.87542299
41430	-38.75007702
41440	-38.72590916
41450	-38.81213807
41460	-38.99351231
41470	-39.26025131
41480	-39.60257453
41490	-40.0107014
41500	-40.47485136
